wl,n,k
300.0,1.66465,0.8265979999999999
301.0,1.66465,0.8265979999999999
302.0,1.66465,0.8265979999999999
303.0,1.665911204301075,0.8353626064516126
304.0,1.6676875483870968,0.8477071225806451
305.0,1.6695053386960201,0.8599266608806095
306.0,1.67138933530906,0.8719465592718033
307.0,1.6732755587989991,0.8839593052543783
308.0,1.675256376146789,0.895668229357798
309.0,1.677237193494579,0.9073771534612176
310.0,1.679267972085386,0.9188913579638752
311.0,1.6813287274220035,0.9302887307060757
312.0,1.6834360363636365,0.9416630036363638
313.0,1.6857431070707072,0.9529381551515151
314.0,1.6880501777777777,0.9642133066666666
315.0,1.6910502386634845,0.975975042959427
316.0,1.6943278838504374,0.9879316857597453
317.0,1.697772700587084,0.9999488982387473
318.0,1.7018862035225046,1.0122083894324851
319.0,1.7059997064579253,1.0244678806262228
320.0,1.7105235015408318,1.0368029930662557
321.0,1.7152731163328199,1.0491797265023115
322.0,1.7201080636604777,1.061587612732096
323.0,1.7265991587722624,1.0746001174687385
324.0,1.7330902538840471,1.087612622205381
325.0,1.7399243235184496,1.1005819493104736
326.0,1.7472519418561314,1.1134891427506526
327.0,1.7545795601938132,1.1263963361908316
328.0,1.762868936560323,1.1393494059405944
329.0,1.7715194682801614,1.1523197029702972
330.0,1.78017,1.16529
331.0,1.7907794482509918,1.1781100504868371
332.0,1.8013888965019835,1.1909301009736744
333.0,1.812202109929078,1.2036477163120565
334.0,1.8237092021276595,1.2160165106382976
335.0,1.8352162943262411,1.2283853049645388
336.0,1.8476662181944927,1.2404837016382015
337.0,1.8614898501219936,1.2521881282676892
338.0,1.8753134820494946,1.263892554897177
339.0,1.889970113129928,1.2749953856702092
340.0,1.9053420706205004,1.28558160438807
341.0,1.9207140281110728,1.2961678231059306
342.0,1.9366236679016502,1.3062038464129333
343.0,1.9528614584035027,1.3159040821825527
344.0,1.9690992489053551,1.3256043179521722
345.0,1.9871185695364235,1.3336411523178806
346.0,2.00608876821192,1.340790158940397
347.0,2.0250589668874164,1.3479391655629136
348.0,2.044277033181522,1.35408156798959
349.0,2.063639427456083,1.3596378464541314
350.0,2.0830018217306447,1.365194124918673
351.0,2.1029072483221487,1.3695260498561843
352.0,2.123242818791947,1.3728881463726432
353.0,2.1435783892617457,1.3762502428891021
354.0,2.1641510640301327,1.3781255649717514
355.0,2.185039325172631,1.3780219868173258
356.0,2.2059275863151298,1.3779184086629002
357.0,2.2267243848288634,1.3774226364477336
358.0,2.247236256552575,1.3757050909651556
359.0,2.2677481282762875,1.3739875454825778
360.0,2.2882599999999997,1.37227
361.0,2.3082145867393273,1.366883987284287
362.0,2.328169173478655,1.3614979745685742
363.0,2.3481237602179825,1.3561119618528612
364.0,2.3670243043995236,1.349146831153389
365.0,2.3854666349583824,1.341495225921522
366.0,2.4039089655172416,1.3338436206896551
367.0,2.4220029947460597,1.3257501926444832
368.0,2.4393993753648573,1.3167717921774664
369.0,2.4567957559836544,1.3077933917104494
370.0,2.4741921366024515,1.2988149912434326
371.0,2.488643582474227,1.2870321048109965
372.0,2.5027930670103093,1.2749616580756014
373.0,2.516942551546392,1.262891211340206
374.0,2.5304045840359755,1.2506827403035412
375.0,2.5428975576166386,1.2382797048903877
376.0,2.5553905311973018,1.2258766694772345
377.0,2.567883504777965,1.2134736340640813
378.0,2.5784172614451184,1.200345813568671
379.0,2.5886241009376723,1.1870970546056263
380.0,2.598830940430226,1.1738482956425815
381.0,2.608338926156343,1.1605627130105494
382.0,2.61552042466865,1.1471545442250475
383.0,2.622701923180957,1.1337463754395458
384.0,2.6298834216932647,1.120338206654044
385.0,2.6363498408065795,1.107097986203237
386.0,2.6421922393207744,1.0940043274078006
387.0,2.6480346378349693,1.0809106686123642
388.0,2.653877036349164,1.0678170098169277
389.0,2.657755554110302,1.055213322060354
390.0,2.661030788241415,1.0427601482830386
391.0,2.6643060223725286,1.0303069745057234
392.0,2.667581256503642,1.0178538007284081
393.0,2.66952415455241,1.006312911247131
394.0,2.6713527697016066,0.994850274164754
395.0,2.6731813848508033,0.9833876370823771
396.0,2.67501,0.971925
397.0,2.6759275,0.961142
398.0,2.676845,0.950359
399.0,2.6777625,0.939576
400.0,2.67868,0.928793
401.0,2.677910769230769,0.9197655624693777
402.0,2.6771415384615387,0.9107381249387555
403.0,2.676372307692308,0.9017106874081332
404.0,2.675603076923077,0.892683249877511
405.0,2.6745283265306123,0.884413857142857
406.0,2.6734262857142856,0.876212176470588
407.0,2.6723242448979594,0.868010495798319
408.0,2.6712222040816327,0.85980881512605
409.0,2.6697088690336233,0.8524397629908298
410.0,2.668060620738302,0.8453438307077356
411.0,2.6664123724429816,0.8382478984246414
412.0,2.6647641241476605,0.8311519661415472
413.0,2.662956582220175,0.8247578461538463
414.0,2.6609897466605252,0.8190655384615385
415.0,2.6590229111008754,0.8133732307692308
416.0,2.6570560755412256,0.8076809230769231
417.0,2.6550847125140926,0.8020964680947013
418.0,2.653089222096956,0.7970867724915445
419.0,2.6510937316798198,0.7920770768883878
420.0,2.649098241262683,0.787067381285231
421.0,2.647102750845547,0.7820576856820743
422.0,2.6451276264075956,0.7778996440715389
423.0,2.643160304703025,0.774067893133142
424.0,2.6411929829984544,0.7702361421947449
425.0,2.639225661293884,0.766404391256348
426.0,2.6373055605962414,0.7627263305249513
427.0,2.6355816461438755,0.7596867971484121
428.0,2.63385773169151,0.756647263771873
429.0,2.6321338172391444,0.7536077303953337
430.0,2.630409902786779,0.7505681970187945
431.0,2.6287832346723046,0.7478184492600423
432.0,2.6272314376321355,0.745291810782241
433.0,2.6256796405919665,0.7427651723044398
434.0,2.6241278435517974,0.7402385338266385
435.0,2.6225760465116283,0.7377118953488373
436.0,2.621518676318511,0.7359726432264737
437.0,2.6205590072388834,0.7343889824198553
438.0,2.6195993381592557,0.7328053216132369
439.0,2.6186396690796276,0.7312216608066184
440.0,2.61768,0.729638
441.0,2.617075226537217,0.7283566488673139
442.0,2.6164704530744336,0.7270752977346279
443.0,2.6158656796116504,0.7257939466019417
444.0,2.615260906148867,0.7245125954692557
445.0,2.61468125,0.7232529920886076
446.0,2.614525,0.7223599936708861
447.0,2.61436875,0.7214669952531646
