5
-3534.96 -3534.96 -2500
-3534.96 3534.96 -2500
0 0 2500
3534.96 -3534.96 -2500
3534.96 3534.96 -2500
5
-0.816541 0 0.577288
-0.816541 0 0.577288
-0.816541 0 0.577288
0 -0.816541 0.577288
0 0.816541 0.577288
12
3
2
4
2
1
4
0
2
3
0
1
2
462
-987.131 195.687 9619.92
-987.131 195.687 1103.76
-987.131 195.687 1103.76
1659.05 195.687 -5452.27
-987.131 195.687 1103.76
-3534.96 195.687 202.527
3534.96 195.687 202.527
2006.53 195.687 -338.119
2006.53 195.687 -338.119
-4407.36 195.687 -3312.31
2006.53 195.687 -338.119
3534.96 195.687 1552.03
-3534.96 195.687 1552.03
910.449 195.687 7049.5
2762.82 1635.4 9619.92
2762.82 1635.4 -1407.85
2762.82 1635.4 -1407.85
116.638 1635.4 -7963.88
2926.12 -2176.15 9619.92
2926.12 -2176.15 -1638.83
2762.82 1635.4 -1407.85
3534.96 1635.4 -1680.98
-3534.96 1635.4 -1680.98
-3071.76 1635.4 -1844.82
2926.12 -2176.15 -1638.83
279.938 -2176.15 -8194.86
-3071.76 1635.4 -1844.82
3342.13 1635.4 -4819.01
2926.12 -2176.15 -1638.83
3534.96 -2176.15 -1854.19
-3071.76 1635.4 -1844.82
-3534.96 1635.4 -1272
-3534.96 -2176.15 -1854.19
-3169.72 -2176.15 -1983.39
-3169.72 -2176.15 -1983.39
3244.17 -2176.15 -4957.58
3534.96 1635.4 -1272
-910.449 1635.4 4225.47
-1701.22 -315.881 9619.92
-1701.22 -315.881 93.7268
-3169.72 -2176.15 -1983.39
-3534.96 -2176.15 -1531.71
-1701.22 -315.881 93.7268
944.965 -315.881 -6462.3
3534.96 -2176.15 -1531.71
-910.449 -2176.15 3965.76
-2493.04 -91.7184 9619.92
-2493.04 -91.7184 -1026.27
-1701.22 -315.881 93.7268
-3534.96 -315.881 -554.916
-2493.04 -91.7184 -1026.27
153.138 -91.7184 -7582.3
-2493.04 -91.7184 -1026.27
-3534.96 -91.7184 -1394.82
3534.96 -315.881 -554.916
2434.9 -315.881 -944.034
3534.96 -91.7184 -1394.82
2909.92 -91.7184 -1615.91
2434.9 -315.881 -944.034
-3978.99 -315.881 -3918.22
2909.92 -91.7184 -1615.91
-3503.97 -91.7184 -4590.1
2434.9 -315.881 -944.034
3534.96 -315.881 416.363
2909.92 -91.7184 -1615.91
3534.96 -91.7184 -842.949
-3534.96 -315.881 416.363
910.449 -315.881 5913.83
661.084 47.8948 9619.92
661.084 47.8948 1564.93
-3534.96 -91.7184 -842.949
910.449 -91.7184 4654.52
-1522.14 3304.12 9619.92
-1522.14 3304.12 -2173.49
661.084 47.8948 1564.93
-1985.1 47.8948 -4991.09
-1522.14 3304.12 -2173.49
-1522.14 657.938 -8729.52
661.084 47.8948 1564.93
3534.96 47.8948 548.37
-1522.14 3304.12 -2173.49
-1522.14 3534.96 -2255.14
-3534.96 47.8948 548.37
-1810.93 47.8948 -61.4622
-1522.14 -3534.96 -2255.14
-1522.14 -3396.48 -2304.13
-441.477 2594.25 9619.92
-441.477 2594.25 -1169.42
-1810.93 47.8948 -61.4622
3534.96 47.8948 -2540.41
-384.679 1501.05 9619.92
-384.679 1501.05 376.844
-3534.96 47.8948 -2540.41
2878.93 47.8948 -5514.6
-1522.14 -3396.48 -2304.13
-1522.14 3017.41 -5278.31
-1522.14 -3396.48 -2304.13
-1522.14 -3534.96 -2132.87
-1810.93 47.8948 -61.4622
-3534.96 47.8948 2070.57
-1522.14 3534.96 -2132.87
-1522.14 -910.449 3364.59
-384.679 1501.05 376.844
-384.679 -1145.13 -6179.18
