300, 1.05672e-008
304.523, 9.52078e-009
309.045, 8.68179e-009
313.568, 8.00705e-009
318.09, 7.4631e-009
322.613, 7.02427e-009
327.136, 6.67063e-009
331.658, 6.38682e-009
336.181, 6.1621e-009
340.704, 5.98854e-009
345.226, 5.85651e-009
349.749, 5.76103e-009
354.271, 5.69943e-009
358.794, 5.66777e-009
363.317, 5.66099e-009
367.839, 5.67971e-009
372.362, 5.7201e-009
376.884, 5.78191e-009
381.407, 5.86381e-009
385.93, 5.96449e-009
390.452, 6.08484e-009
394.975, 6.22172e-009
399.497, 6.37925e-009
404.02, 6.55177e-009
408.543, 6.74765e-009
413.065, 6.98131e-009
417.588, 7.23726e-009
422.111, 7.61985e-009
426.633, 8.27408e-009
431.156, 9.30621e-009
435.678, 1.09987e-008
440.201, 1.41441e-008
444.724, 2.00754e-008
449.246, 3.0433e-008
453.769, 4.77331e-008
458.291, 7.69447e-008
462.814, 1.28147e-007
467.337, 2.20627e-007
471.859, 3.88001e-007
476.382, 6.93268e-007
480.905, 1.25951e-006
485.427, 2.30675e-006
489.95, 4.23982e-006
494.472, 7.83989e-006
498.995, 1.43918e-005
503.518, 2.60162e-005
508.04, 4.62321e-005
512.563, 8.0334e-005
517.085, 0.000136275
521.608, 0.000225301
526.131, 0.000360781
530.653, 0.000563146
535.176, 0.000847293
539.698, 0.00124674
544.221, 0.00178105
548.744, 0.00247128
553.266, 0.00334877
557.789, 0.00444043
562.312, 0.00572609
566.834, 0.0072764
571.357, 0.0090622
575.879, 0.011046
580.402, 0.0133174
584.925, 0.0157614
589.447, 0.0182996
593.97, 0.0210214
598.492, 0.0238748
603.015, 0.0267998
607.538, 0.0297029
612.06, 0.0325624
616.583, 0.0354488
621.106, 0.0381884
625.628, 0.0406634
630.151, 0.0432537
634.673, 0.0455712
639.196, 0.0475466
643.719, 0.0490564
648.241, 0.0506219
652.764, 0.052002
657.286, 0.0535266
661.809, 0.0547924
666.332, 0.0561585
670.854, 0.0574528
675.377, 0.0593905
679.899, 0.062084
684.422, 0.0657665
688.945, 0.0709598
693.467, 0.0788059
697.99, 0.0904512
702.513, 0.107243
707.035, 0.129979
711.558, 0.160644
716.08, 0.201989
720.603, 0.255344
725.126, 0.319153
729.648, 0.390704
734.171, 0.466726
738.693, 0.538433
743.216, 0.603689
747.739, 0.661627
752.261, 0.700434
756.784, 0.718871
761.307, 0.725663
765.829, 0.723356
770.352, 0.713997
774.874, 0.700032
779.397, 0.684578
783.92, 0.673227
788.442, 0.667176
792.965, 0.664346
797.487, 0.663721
802.01, 0.663932
806.533, 0.664933
811.055, 0.668404
815.578, 0.675454
820.101, 0.686783
824.623, 0.701421
829.146, 0.716736
833.668, 0.732098
838.191, 0.748204
842.714, 0.764146
847.236, 0.778946
851.759, 0.792473
856.281, 0.80388
860.804, 0.812647
865.327, 0.819652
869.849, 0.825145
874.372, 0.828457
878.894, 0.830202
883.417, 0.831731
887.94, 0.832709
892.462, 0.831549
896.985, 0.827612
901.508, 0.821627
906.03, 0.814753
910.553, 0.808034
915.075, 0.801984
919.598, 0.796244
924.121, 0.790003
928.643, 0.782865
933.166, 0.775028
937.688, 0.766826
942.211, 0.758441
946.734, 0.749999
951.256, 0.741667
955.779, 0.733593
960.302, 0.725825
964.824, 0.718268
969.347, 0.71069
973.869, 0.702828
978.392, 0.694551
982.915, 0.685993
987.437, 0.67752
991.96, 0.669524
996.482, 0.662179
1001.01, 0.65536
1005.53, 0.648852
1010.05, 0.642646
1014.57, 0.636972
1019.1, 0.632016
1023.62, 0.627667
1028.14, 0.623605
1032.66, 0.619583
1037.19, 0.615543
1041.71, 0.611451
1046.23, 0.60714
1050.75, 0.6024
1055.28, 0.597178
1059.8, 0.591626
1064.32, 0.585919
1068.84, 0.58012
1073.37, 0.57426
1077.89, 0.568498
1082.41, 0.56312
1086.93, 0.55833
1091.46, 0.554083
1095.98, 0.550144
1100.5, 0.546336
1105.03, 0.542679
1109.55, 0.539297
1114.07, 0.536211
1118.59, 0.533267
1123.12, 0.53026
1127.64, 0.527119
1132.16, 0.523948
1136.68, 0.520893
1141.21, 0.517988
1145.73, 0.515128
1150.25, 0.512191
1154.77, 0.509173
1159.3, 0.50622
1163.82, 0.503537
1168.34, 0.501279
1172.86, 0.499488
1177.39, 0.498095
1181.91, 0.496943
1186.43, 0.495799
1190.95, 0.494399
1195.48, 0.492535
1200, 0.490172
