Wavelength (nm),n,k
1.444000000000000000e+03,2.383046999999999915e+00,1.519970315320582292e-15
1.445000000000000000e+03,2.382967588235294087e+00,1.421719299010104681e-15
1.446000000000000000e+03,2.382888176470588260e+00,1.328318647831849628e-15
1.447000000000000000e+03,2.382808764705882432e+00,1.242450020621260602e-15
1.448000000000000000e+03,2.382717857142857110e+00,1.162123094205817314e-15
1.449000000000000000e+03,2.382619285714285606e+00,1.085763792478862693e-15
1.450000000000000000e+03,2.382520714285714547e+00,1.015599985679316898e-15
1.451000000000000000e+03,2.382416882352941467e+00,9.499272497687414200e-16
1.452000000000000000e+03,2.382265705882352869e+00,8.875000482103948006e-16
1.453000000000000000e+03,2.382114529411764714e+00,8.301687510355667664e-16
1.454000000000000000e+03,2.381963352941176559e+00,7.764768315399347087e-16
1.455000000000000000e+03,2.381772441176470689e+00,7.254397701433996800e-16
1.456000000000000000e+03,2.381564500000000084e+00,6.785939990018993781e-16
1.457000000000000000e+03,2.381356558823529479e+00,6.346972241721391387e-16
1.458000000000000000e+03,2.381135228571428453e+00,5.929721296534467587e-16
1.459000000000000000e+03,2.380882657142857184e+00,5.546941491788429212e-16
1.460000000000000000e+03,2.380630085714285471e+00,5.188055788805345402e-16
1.461000000000000000e+03,2.380377514285714202e+00,4.846934461691682470e-16
1.462000000000000000e+03,2.380091705882352748e+00,4.534162624765688217e-16
1.463000000000000000e+03,2.379797588235294192e+00,4.240749481396717308e-16
1.464000000000000000e+03,2.379503470588235192e+00,3.961867605389775051e-16
1.465000000000000000e+03,2.379211470588235233e+00,3.706299728607546950e-16
1.466000000000000000e+03,2.378922647058823614e+00,3.466414872086647207e-16
1.467000000000000000e+03,2.378633823529411551e+00,3.238416584532145034e-16
1.468000000000000000e+03,2.378344999999999931e+00,3.029590430985492682e-16
1.469000000000000000e+03,2.378093857142856926e+00,2.833468589007591413e-16
1.470000000000000000e+03,2.377842714285714365e+00,2.647069942527263278e-16
1.471000000000000000e+03,2.377591571428571360e+00,2.476436751243022385e-16
1.472000000000000000e+03,2.377356882352941181e+00,2.316094138233588258e-16
1.473000000000000000e+03,2.377138647058823384e+00,2.163705075025941058e-16
1.474000000000000000e+03,2.376920411764705587e+00,2.024279598507070534e-16
1.475000000000000000e+03,2.376706264705882088e+00,1.893188919610548542e-16
1.476000000000000000e+03,2.376528911764705931e+00,1.768604217004947493e-16
1.477000000000000000e+03,2.376351558823529331e+00,1.654678764657700409e-16
1.478000000000000000e+03,2.376174205882352730e+00,1.547503508253132173e-16
1.479000000000000000e+03,2.376021999999999856e+00,1.445650111701224703e-16
1.480000000000000000e+03,2.375880571428571564e+00,1.352560892882811290e-16
1.481000000000000000e+03,2.375739142857142827e+00,1.264938095781304159e-16
1.482000000000000000e+03,2.375598764705882271e+00,1.181668551375564662e-16
1.483000000000000000e+03,2.375462588235293993e+00,1.105604752797795575e-16
1.484000000000000000e+03,2.375326411764706158e+00,1.033967395368890827e-16
1.485000000000000000e+03,2.375190235294117880e+00,9.658909710000369980e-17
1.486000000000000000e+03,2.375047705882352922e+00,9.037387526495364696e-17
1.487000000000000000e+03,2.374903588235294016e+00,8.451705542748953351e-17
1.488000000000000000e+03,2.374759470588235555e+00,7.895151731031117621e-17
1.489000000000000000e+03,2.374608882352941208e+00,7.387301963057880850e-17
1.490000000000000000e+03,2.374448588235293922e+00,6.908469004304191404e-17
1.491000000000000000e+03,2.374288294117647080e+00,6.453462649292547879e-17
1.492000000000000000e+03,2.374127999999999794e+00,6.038495342130635216e-17
1.493000000000000000e+03,2.373953428571428326e+00,5.647018505404753513e-17
1.494000000000000000e+03,2.373778857142857301e+00,5.275031610592804544e-17
1.495000000000000000e+03,2.373604285714285833e+00,4.935959158713124077e-17
1.496000000000000000e+03,2.373563848610388494e+00,4.615901688197641385e-17
1.497000000000000000e+03,2.373417345618495489e+00,4.311786791619054015e-17
1.498000000000000000e+03,2.373270851147102789e+00,4.034728513438021867e-17
1.499000000000000000e+03,2.373124367945807833e+00,3.773061046302392348e-17
1.500000000000000000e+03,2.372977893209890166e+00,3.524434427026817097e-17
1.501000000000000000e+03,2.372831426938915467e+00,3.298048328471436991e-17
1.502000000000000000e+03,2.372684969132450306e+00,3.084118493312091021e-17
1.503000000000000000e+03,2.372538519951457925e+00,2.880855913996455143e-17
1.504000000000000000e+03,2.372392081929481034e+00,2.695874378863864393e-17
1.505000000000000000e+03,2.372245652370271962e+00,2.520973155750217143e-17
1.506000000000000000e+03,2.372099231273397724e+00,2.354797608782333373e-17
1.507000000000000000e+03,2.371952818638424887e+00,2.203648008350311653e-17
1.508000000000000000e+03,2.371806414733830692e+00,2.060655198288175662e-17
1.509000000000000000e+03,2.371660021877237234e+00,1.924799869232404479e-17
1.510000000000000000e+03,2.371513637480803904e+00,1.801294559935540631e-17
1.511000000000000000e+03,2.371367261544097271e+00,1.684388931822247491e-17
1.512000000000000000e+03,2.371220894066683904e+00,1.573321656560906616e-17
1.513000000000000000e+03,2.371074535424489760e+00,1.472404675100710834e-17
1.514000000000000000e+03,2.370928187719350433e+00,1.376826991044125637e-17
1.515000000000000000e+03,2.370781848471763542e+00,1.286024986903819879e-17
1.516000000000000000e+03,2.370635517681296101e+00,1.203565073196319960e-17
1.517000000000000000e+03,2.370489195347514677e+00,1.125424345573401105e-17
1.518000000000000000e+03,2.370342881953728220e+00,1.051190043783695875e-17
1.519000000000000000e+03,2.370196579386115943e+00,9.838115186805627781e-18
1.520000000000000000e+03,2.370050285273450186e+00,9.199266121379387880e-18
1.521000000000000000e+03,2.369903999615297518e+00,8.592370925404421596e-18
1.522000000000000000e+03,2.369757722411225398e+00,8.041816669287040649e-18
1.523000000000000000e+03,2.369611454251856486e+00,7.519517973126200258e-18
1.524000000000000000e+03,2.369465196807850393e+00,7.023356944643397864e-18
1.525000000000000000e+03,2.369318947816185350e+00,6.573495525942160408e-18
1.526000000000000000e+03,2.369172707276427481e+00,6.146484111069558280e-18
1.527000000000000000e+03,2.369026475188144687e+00,5.740852795128805271e-18
1.528000000000000000e+03,2.368880252249209395e+00,5.373268140597018181e-18
1.529000000000000000e+03,2.368734039914892175e+00,5.024160066567741760e-18
1.530000000000000000e+03,2.368587836030310978e+00,4.692540473690421594e-18
1.531000000000000000e+03,2.368441640595032815e+00,4.392184691597913695e-18
1.532000000000000000e+03,2.368295453608625145e+00,4.106767474742960332e-18
1.533000000000000000e+03,2.368149275876141768e+00,3.835655459449278947e-18
1.534000000000000000e+03,2.368003108637600995e+00,3.590232820815702347e-18
1.535000000000000000e+03,2.367856949846191661e+00,3.356886849953619152e-18
1.536000000000000000e+03,2.367710799501481667e+00,3.135242213091255393e-18
1.537000000000000000e+03,2.367564657603038025e+00,2.934705798795377400e-18
1.538000000000000000e+03,2.367418525063031964e+00,2.743931304223062534e-18
1.539000000000000000e+03,2.367272402906358320e+00,2.562728227535840968e-18
1.540000000000000000e+03,2.367126289194212863e+00,2.398868635435656899e-18
1.541000000000000000e+03,2.366980183926163939e+00,2.242898954844172677e-18
1.542000000000000000e+03,2.366834087101778117e+00,2.094779814945476270e-18
1.543000000000000000e+03,2.366687999740276549e+00,1.960867736525666838e-18
1.544000000000000000e+03,2.366541922651566043e+00,1.833353134450321155e-18
1.545000000000000000e+03,2.366395854004781363e+00,1.712324033918880336e-18
1.546000000000000000e+03,2.366249793799490408e+00,1.602839638871200125e-18
1.547000000000000000e+03,2.366103742035261082e+00,1.498588808377949507e-18
1.548000000000000000e+03,2.365957699838296957e+00,1.399695153003850143e-18
1.549000000000000000e+03,2.365811667803649154e+00,1.310182475674710588e-18
1.550000000000000000e+03,2.365665644208325702e+00,1.224951199120329891e-18
1.551000000000000000e+03,2.365519629051894501e+00,1.144144558152934845e-18
1.552000000000000000e+03,2.365373622333923453e+00,1.070960460396622946e-18
1.553000000000000000e+03,2.365227625287534163e+00,1.001278825863491763e-18
1.554000000000000000e+03,2.365081638293053068e+00,9.352512005347298689e-19
1.555000000000000000e+03,2.364935659735295737e+00,8.754171021733406729e-19
1.556000000000000000e+03,2.364789689613830070e+00,8.184482417187097718e-19
1.557000000000000000e+03,2.364643727928223971e+00,7.644966449889922824e-19
1.558000000000000000e+03,2.364497776018450459e+00,7.155773002361462803e-19
1.559000000000000000e+03,2.364351834050244960e+00,6.690018993018411700e-19
1.560000000000000000e+03,2.364205900516163084e+00,6.249177031007391502e-19
1.561000000000000000e+03,2.364059975415773174e+00,5.849220895079950581e-19
1.562000000000000000e+03,2.363914058748643132e+00,5.468439659451493054e-19
1.563000000000000000e+03,2.363768151961529895e+00,5.108224860910260037e-19
1.564000000000000000e+03,2.363622255005713324e+00,4.781227724762732993e-19
1.565000000000000000e+03,2.363476366481420676e+00,4.469916813578757633e-19
1.566000000000000000e+03,2.363330486388220741e+00,4.175582988150276201e-19
1.567000000000000000e+03,2.363184614725681865e+00,3.908235943841864490e-19
1.568000000000000000e+03,2.363038753047279616e+00,3.653721160208514406e-19
1.569000000000000000e+03,2.362892901089967967e+00,3.413219101042154074e-19
1.570000000000000000e+03,2.362747057561582764e+00,3.194640985233315841e-19
1.571000000000000000e+03,2.362601222461691464e+00,2.986560404111577663e-19
1.572000000000000000e+03,2.362455395789862411e+00,2.790044626901611477e-19
1.573000000000000000e+03,2.362309579206225418e+00,2.611339166841662343e-19
1.574000000000000000e+03,2.362163772233540904e+00,2.441221288359307616e-19
1.575000000000000000e+03,2.362017973687184913e+00,2.280646984645243002e-19
1.576000000000000000e+03,2.361872183566724903e+00,2.134540726264955910e-19
1.577000000000000000e+03,2.361726401871730552e+00,1.995459589494477066e-19
1.578000000000000000e+03,2.361580630368917078e+00,1.864253294614086726e-19
1.579000000000000000e+03,2.361434868366984574e+00,1.744799577160516181e-19
1.580000000000000000e+03,2.361289114788783561e+00,1.631092794010439794e-19
1.581000000000000000e+03,2.361143369633882827e+00,1.523883287769060972e-19
1.582000000000000000e+03,2.360997632901850718e+00,1.426220217333203664e-19
1.583000000000000000e+03,2.360851906465923467e+00,1.333258447648649983e-19
1.584000000000000000e+03,2.360706189420873624e+00,1.245656871527642351e-19
1.585000000000000000e+03,2.360560480796958682e+00,1.165809443429811048e-19
1.586000000000000000e+03,2.360414780593748318e+00,1.089807926552094368e-19
1.587000000000000000e+03,2.360269088810810878e+00,1.018228116067688651e-19
1.588000000000000000e+03,2.360123407427836995e+00,9.529464328158703420e-20
1.589000000000000000e+03,2.359977735325803572e+00,8.908109029605476994e-20
1.590000000000000000e+03,2.359832071642310236e+00,8.323225800803048506e-20
1.591000000000000000e+03,2.359686416376925777e+00,7.789495806226829506e-20
1.592000000000000000e+03,2.359540769529219428e+00,7.281502931977038273e-20
1.593000000000000000e+03,2.359395133185270055e+00,6.803591089211166788e-20
1.594000000000000000e+03,2.359249506012391251e+00,6.367224259595709021e-20
1.595000000000000000e+03,2.359103887255458609e+00,5.951911663426537794e-20
1.596000000000000000e+03,2.358958276914040475e+00,5.561406827232948480e-20
1.597000000000000000e+03,2.358812674987706082e+00,5.204642268176434601e-20
1.598000000000000000e+03,2.358667083668857245e+00,4.865101087318194298e-20
1.599000000000000000e+03,2.358521501411276144e+00,4.546017077581079262e-20
1.600000000000000000e+03,2.358375927567047281e+00,4.254333797938223136e-20
1.601000000000000000e+03,2.358230362135739888e+00,3.976740053501438938e-20
1.602000000000000000e+03,2.358084805116922755e+00,3.716014459774250893e-20
1.603000000000000000e+03,2.357939258809254035e+00,3.477540359657242528e-20
1.604000000000000000e+03,2.357793721453117275e+00,3.250592148220446280e-20
1.605000000000000000e+03,2.357648192507740159e+00,3.037551591031787095e-20
1.606000000000000000e+03,2.357502671972691921e+00,2.842580259448455593e-20
1.607000000000000000e+03,2.357357159847541350e+00,2.657037623180832115e-20
1.608000000000000000e+03,2.357211658537137655e+00,2.482960815612984621e-20
1.609000000000000000e+03,2.357066166068597202e+00,2.323556471748835266e-20
1.610000000000000000e+03,2.356920682008223800e+00,2.171865214554314378e-20
1.611000000000000000e+03,2.356775206355587127e+00,2.029625937052903543e-20
1.612000000000000000e+03,2.356629739110256860e+00,1.899300436532601422e-20
1.613000000000000000e+03,2.356484282783206652e+00,1.775284571211051089e-20
1.614000000000000000e+03,2.356338835188417580e+00,1.659059944008842453e-20
1.615000000000000000e+03,2.356193395999204743e+00,1.552508704431554253e-20
1.616000000000000000e+03,2.356047965215137374e+00,1.451119009885638811e-20
1.617000000000000000e+03,2.355902542835784708e+00,1.356151120526397474e-20
1.618000000000000000e+03,2.355757131478180444e+00,1.269037218521484829e-20
1.619000000000000000e+03,2.355611728743302713e+00,1.186145670336245089e-20
1.620000000000000000e+03,2.355466334411410401e+00,1.108546797993486153e-20
1.621000000000000000e+03,2.355320948482073629e+00,1.037324450580091321e-20
1.622000000000000000e+03,2.355175570954862074e+00,9.695561558614434566e-21
1.623000000000000000e+03,2.355030204552801543e+00,9.061496188782991897e-21
1.624000000000000000e+03,2.354884846663998665e+00,8.479198648229242562e-21
1.625000000000000000e+03,2.354739497175592167e+00,7.925156590285130729e-21
1.626000000000000000e+03,2.354594156087151724e+00,7.407057704203826099e-21
1.627000000000000000e+03,2.354448823398247015e+00,6.930984778060293586e-21
1.628000000000000000e+03,2.354303501937830667e+00,6.478025895953291782e-21
1.629000000000000000e+03,2.354158188881271929e+00,6.054683968558583095e-21
1.630000000000000000e+03,2.354012884222520530e+00,5.665457945400718205e-21
1.631000000000000000e+03,2.353867587961145702e+00,5.295140052286393143e-21
1.632000000000000000e+03,2.353722300197845119e+00,4.949224644427029253e-21
1.633000000000000000e+03,2.353577023564053405e+00,4.631002710963759430e-21
1.634000000000000000e+03,2.353431755325910757e+00,4.328248296688901899e-21
1.635000000000000000e+03,2.353286495482987295e+00,4.045598595226829726e-21
1.636000000000000000e+03,2.353141244034853585e+00,3.785428001592394596e-21
1.637000000000000000e+03,2.352996001188885522e+00,3.537910369449905390e-21
1.638000000000000000e+03,2.352850769362274441e+00,3.306955483019760015e-21
1.639000000000000000e+03,2.352705545928725162e+00,3.094246337761650841e-21
1.640000000000000000e+03,2.352560330887807805e+00,2.891887735895814783e-21
1.641000000000000000e+03,2.352415124239092936e+00,2.703173014846940606e-21
1.642000000000000000e+03,2.352269926296570723e+00,2.529267251938386602e-21
1.643000000000000000e+03,2.352124739263320663e+00,2.363828566958906427e-21
1.644000000000000000e+03,2.351979560620545584e+00,2.209628556337671757e-21
1.645000000000000000e+03,2.351834390367816496e+00,2.067447530762977285e-21
1.646000000000000000e+03,2.351689228504702633e+00,1.932192838822834657e-21
1.647000000000000000e+03,2.351544075451744931e+00,1.806195019768589706e-21
1.648000000000000000e+03,2.351398933198040275e+00,1.689951388439011797e-21
1.649000000000000000e+03,2.351253799332224670e+00,1.579373706650943662e-21
1.650000000000000000e+03,2.351108673853869568e+00,1.476420079459426706e-21
1.651000000000000000e+03,2.350963556762544648e+00,1.381382240660458256e-21
1.652000000000000000e+03,2.350818448585271891e+00,1.290979313341119178e-21
1.653000000000000000e+03,2.350673351097301911e+00,1.206855243325866315e-21
1.654000000000000000e+03,2.350528261994635937e+00,1.129154747061076618e-21
1.655000000000000000e+03,2.350383181276845423e+00,1.055245738337353947e-21
1.656000000000000000e+03,2.350238108943500492e+00,9.865074204268308515e-22
1.657000000000000000e+03,2.350093045628039778e+00,9.229815109711142231e-22
1.658000000000000000e+03,2.349947992891996851e+00,8.625571406905612976e-22
1.659000000000000000e+03,2.349802948538674219e+00,8.063906196424055362e-22
1.660000000000000000e+03,2.349657912567643336e+00,7.544535015293187880e-22
1.661000000000000000e+03,2.349512884978473881e+00,7.050535229869951118e-22
1.662000000000000000e+03,2.349367866510955416e+00,6.591594978995703610e-22
1.663000000000000000e+03,2.349222858513037693e+00,6.166970856407222628e-22
1.664000000000000000e+03,2.349077858895256554e+00,5.763101168001716979e-22
1.665000000000000000e+03,2.348932867657183898e+00,5.388098141391028816e-22
1.666000000000000000e+03,2.348787884798389847e+00,5.040936817885860452e-22
1.667000000000000000e+03,2.348642911164947833e+00,4.710753117533644110e-22
1.668000000000000000e+03,2.348497947891356574e+00,4.404335735969717498e-22
1.669000000000000000e+03,2.348352992995319966e+00,4.120506017324124047e-22
1.670000000000000000e+03,2.348208046476408573e+00,3.850564382680074212e-22
1.671000000000000000e+03,2.348063108334193405e+00,3.600188772186753644e-22
1.672000000000000000e+03,2.347918179520968263e+00,3.368137338178237937e-22
1.673000000000000000e+03,2.347773260957909169e+00,3.147446660231473614e-22
1.674000000000000000e+03,2.347628350769822791e+00,2.942863140817699795e-22
1.675000000000000000e+03,2.347483448956280583e+00,2.753144281332569363e-22
1.676000000000000000e+03,2.347338555516853109e+00,2.572718756813523335e-22
1.677000000000000000e+03,2.347193671509987034e+00,2.405552249128289674e-22
1.678000000000000000e+03,2.347048797643671136e+00,2.250443386718738300e-22
1.679000000000000000e+03,2.346903932149746907e+00,2.102936656280614985e-22
1.680000000000000000e+03,2.346759075027785357e+00,1.966343829195853938e-22
1.681000000000000000e+03,2.346614226277357496e+00,1.839531178860985181e-22
1.682000000000000000e+03,2.346469387062998457e+00,1.718937215216198544e-22
1.683000000000000000e+03,2.346324557879639450e+00,1.607326338914702360e-22
1.684000000000000000e+03,2.346179737066091953e+00,1.503647910603672961e-22
1.685000000000000000e+03,2.346034924621927420e+00,1.405056478439129243e-22
1.686000000000000000e+03,2.345890120546716862e+00,1.313858514573455500e-22
1.687000000000000000e+03,2.345745326111016826e+00,1.229093997879069355e-22
1.688000000000000000e+03,2.345600541596833732e+00,1.148490729204649742e-22
1.689000000000000000e+03,2.345455765449881991e+00,1.073972287195667177e-22
1.690000000000000000e+03,2.345310997669734387e+00,1.004671265917058271e-22
1.691000000000000000e+03,2.345166238255961932e+00,9.387742109755142604e-23
1.692000000000000000e+03,2.345021488585076863e+00,8.778847134026844075e-23
1.693000000000000000e+03,2.344876748726292259e+00,8.212262177731960076e-23
1.694000000000000000e+03,2.344732017232161070e+00,7.673522167113756010e-23
1.695000000000000000e+03,2.344587294102254749e+00,7.175990171715235568e-23
1.696000000000000000e+03,2.344442579336145638e+00,6.712766970696406585e-23
1.697000000000000000e+03,2.344297874416235938e+00,6.272321317015950347e-23
1.698000000000000000e+03,2.344153179199077286e+00,5.865784728092473724e-23
1.699000000000000000e+03,2.344008492343994110e+00,5.487067181125881737e-23
1.700000000000000000e+03,2.343863813850558309e+00,5.126981957257995303e-23
1.701000000000000000e+03,2.343719143718341780e+00,4.794798299398660645e-23
1.702000000000000000e+03,2.343574483535572295e+00,4.485170167894501113e-23
1.703000000000000000e+03,2.343429832946270608e+00,4.190783494689991334e-23
1.704000000000000000e+03,2.343285190716467792e+00,3.919354094347459846e-23
1.705000000000000000e+03,2.343140556845735301e+00,3.666211482513736344e-23
1.706000000000000000e+03,2.342995931333645476e+00,3.425536546629959180e-23
1.707000000000000000e+03,2.342851315874185492e+00,3.203749840308870266e-23
1.708000000000000000e+03,2.342706709898976669e+00,2.996788150396965106e-23
1.709000000000000000e+03,2.342562112280690112e+00,2.800025140334483126e-23
1.710000000000000000e+03,2.342417523018898606e+00,2.618801798136909616e-23
1.711000000000000000e+03,2.342272942113173606e+00,2.449596277830981015e-23
1.712000000000000000e+03,2.342128371363195516e+00,2.288733366385065955e-23
1.713000000000000000e+03,2.341983809988319898e+00,2.140654609537874005e-23
1.714000000000000000e+03,2.341839256967790828e+00,2.002317418062240327e-23
1.715000000000000000e+03,2.341694712301181092e+00,1.870804544923975981e-23
1.716000000000000000e+03,2.341550175988063032e+00,1.749808441643287805e-23
1.717000000000000000e+03,2.341405649933745448e+00,1.636708275738920292e-23
1.718000000000000000e+03,2.341261133145446038e+00,1.529190448047343712e-23
1.719000000000000000e+03,2.341116624708919680e+00,1.430323754938767056e-23
1.720000000000000000e+03,2.340972124623737827e+00,1.337856622271918663e-23
1.721000000000000000e+03,2.340827632889472376e+00,1.249955874207057964e-23
1.722000000000000000e+03,2.340683151516997018e+00,1.169171264279988027e-23
1.723000000000000000e+03,2.340538679301523484e+00,1.093573073737304959e-23
1.724000000000000000e+03,2.340394215435248171e+00,1.021710207414701652e-23
1.725000000000000000e+03,2.340249759917744310e+00,9.557005837904796772e-24
1.726000000000000000e+03,2.340105312748583355e+00,8.938939242240927728e-24
1.727000000000000000e+03,2.339960876044135940e+00,8.351427738665382298e-24
1.728000000000000000e+03,2.339816448387740611e+00,7.812058864452195895e-24
1.729000000000000000e+03,2.339672029077970006e+00,7.306747570379683206e-24
1.730000000000000000e+03,2.339527618114397800e+00,6.826430426053306425e-24
1.731000000000000000e+03,2.339383215496596335e+00,6.385708654745933950e-24
1.732000000000000000e+03,2.339238823446367466e+00,5.972582586420322233e-24
1.733000000000000000e+03,2.339094440335306668e+00,5.579901777092381217e-24
1.734000000000000000e+03,2.338950065568298875e+00,5.219785187146998091e-24
1.735000000000000000e+03,2.338805699144917316e+00,4.882026866563610525e-24
1.736000000000000000e+03,2.338661341064734334e+00,4.560992784208821780e-24
1.737000000000000000e+03,2.338516993654918608e+00,4.266739205654770844e-24
1.738000000000000000e+03,2.338372655075453554e+00,3.990599170846602087e-24
1.739000000000000000e+03,2.338228324837470229e+00,3.728139559944448112e-24
1.740000000000000000e+03,2.338084002940541861e+00,3.487703071014579382e-24
1.741000000000000000e+03,2.337939689384240793e+00,3.261940180854199618e-24
1.742000000000000000e+03,2.337795386601036807e+00,3.047367861674912208e-24
1.743000000000000000e+03,2.337651092539433151e+00,2.850905662326322825e-24
1.744000000000000000e+03,2.337506806816740834e+00,2.666329505319426330e-24
1.745000000000000000e+03,2.337362529432532199e+00,2.490907211576551369e-24
1.746000000000000000e+03,2.337218260386380919e+00,2.330376686677130736e-24
1.747000000000000000e+03,2.337074002215992152e+00,2.179473467257313530e-24
1.748000000000000000e+03,2.336929752658519543e+00,2.036058079627357330e-24
1.749000000000000000e+03,2.336785511437387886e+00,1.904887556697605675e-24
1.750000000000000000e+03,2.336641278552170853e+00,1.781514230478312964e-24
1.751000000000000000e+03,2.336497054002441232e+00,1.664265920206063148e-24
1.752000000000000000e+03,2.336352840431074718e+00,1.557085643455306916e-24
1.753000000000000000e+03,2.336208635364006803e+00,1.456219850973262020e-24
1.754000000000000000e+03,2.336064438630710782e+00,1.360364290697566261e-24
1.755000000000000000e+03,2.335920250230760331e+00,1.272786598181076634e-24
1.756000000000000000e+03,2.335776070163728679e+00,1.190322217954103220e-24
1.757000000000000000e+03,2.335631901177596781e+00,1.111956177610573453e-24
1.758000000000000000e+03,2.335487740587211203e+00,1.040395882572823475e-24
1.759000000000000000e+03,2.335343588328029796e+00,9.729758812442833856e-25
1.760000000000000000e+03,2.335199444399625790e+00,9.089082934033614244e-25
1.761000000000000000e+03,2.335055308843374089e+00,8.504359167199246407e-25
1.762000000000000000e+03,2.334911184386891048e+00,7.953156922572231738e-25
1.763000000000000000e+03,2.334767068259470779e+00,7.429377154626574541e-25
1.764000000000000000e+03,2.334622960460686958e+00,6.951595609258968245e-25
1.765000000000000000e+03,2.334478860990112814e+00,6.500952160783446918e-25
1.766000000000000000e+03,2.334334769994975911e+00,6.072740054640111310e-25
1.767000000000000000e+03,2.334190689990311096e+00,5.682341685287492915e-25
1.768000000000000000e+03,2.334046618312142662e+00,5.313911665544547659e-25
1.769000000000000000e+03,2.333902554960043396e+00,4.963830263109153545e-25
1.770000000000000000e+03,2.333758499933587416e+00,4.644833248111609368e-25
1.771000000000000000e+03,2.333614453485789664e+00,4.343618091603674678e-25
1.772000000000000000e+03,2.333470417919233153e+00,4.057411905987689357e-25
1.773000000000000000e+03,2.333326390676606632e+00,3.796757396220939814e-25
1.774000000000000000e+03,2.333182371757483775e+00,3.550494775872212190e-25
1.775000000000000000e+03,2.333038361161438701e+00,3.316509317398370395e-25
1.776000000000000000e+03,2.332894359247207117e+00,3.103526843370304693e-25
1.777000000000000000e+03,2.332750368105052985e+00,2.902191492585188175e-25
1.778000000000000000e+03,2.332606385284263784e+00,2.710898704319016252e-25
1.779000000000000000e+03,2.332462410784413187e+00,2.536869356874741402e-25
1.780000000000000000e+03,2.332318444605074870e+00,2.372264957134131637e-25
1.781000000000000000e+03,2.332174487210641356e+00,2.215875236487679586e-25
1.782000000000000000e+03,2.332030540479188119e+00,2.073674738958058485e-25
1.783000000000000000e+03,2.331886602066535641e+00,1.939100259881878470e-25
1.784000000000000000e+03,2.331742671972257153e+00,1.811245268426949448e-25
1.785000000000000000e+03,2.331598750195927217e+00,1.695052328588743186e-25
1.786000000000000000e+03,2.331454837307527672e+00,1.585029238093520635e-25
1.787000000000000000e+03,2.331310934973078286e+00,1.480502584067450270e-25
1.788000000000000000e+03,2.331167040954865488e+00,1.385560586656854725e-25
1.789000000000000000e+03,2.331023155252463841e+00,1.295609826654770086e-25
1.790000000000000000e+03,2.330879277865446575e+00,1.210155061102339145e-25
1.791000000000000000e+03,2.330735409469321784e+00,1.132577345237112922e-25
1.792000000000000000e+03,2.330591551518182758e+00,1.059036994117295272e-25
1.793000000000000000e+03,2.330447701880717482e+00,9.891742881342118544e-26
1.794000000000000000e+03,2.330303860556500517e+00,9.257850382447403879e-26
1.795000000000000000e+03,2.330160027545105095e+00,8.656612376109927748e-26
1.796000000000000000e+03,2.330016203627500282e+00,8.085456831808248953e-26
1.797000000000000000e+03,2.329872390045983011e+00,7.567499199679648849e-26
1.798000000000000000e+03,2.329728584775577094e+00,7.075949971962386348e-26
1.799000000000000000e+03,2.329584787815857094e+00,6.609007617732350058e-26
1.800000000000000000e+03,2.329440999166397575e+00,6.185781109849617277e-26
