,wl,power
1021,1321,0.16647228203074946
1022,1322,0.16768529193751605
1023,1323,0.12861101465383298
1024,1324,0.14437374143370454
1025,1325,0.17648932984594481
1026,1326,0.1535029221110616
1027,1327,0.1455750314570064
1028,1328,0.12810579712208067
1029,1329,0.09693325253670915
1030,1330,0.12505766182192393
1031,1331,0.07900783901733617
1032,1332,0.07955951368120508
1033,1333,0.1108176003825793
1034,1334,0.09238863669291757
1035,1335,0.12615518718622643
1036,1336,0.10007853093610064
1037,1337,0.08970199894645703
1038,1338,0.09701224135421384
1039,1339,0.09629283845322852
1040,1340,0.09155521733873181
1041,1341,0.09256675969058213
1042,1342,0.09656488171297299
1043,1343,0.06887538671794179
1044,1344,0.04093463302770187
1045,1345,0.0589041855026087
1046,1346,0.031378136970981366
1047,1347,0.032364390765291934
1048,1348,0.0025500387855577644
1049,1349,0.008667993693844262
1050,1350,0.008577389262500002
1051,1351,0.0024726931092442623
1052,1352,0.0008081102054131149
1053,1353,5.1098584061114764e-05
1054,1354,0.0001538794894821996
1055,1355,1.905931199832179e-06
1056,1356,2.535198720260692e-05
1057,1357,3.7750015220578415e-05
1058,1358,2.1995024913792257e-06
1059,1359,3.8382055788611326e-07
1060,1360,1.1145221640210524e-06
1061,1361,2.497025709509716e-09
1062,1362,9.342491537279352e-12
1063,1363,1.625222738736437e-06
1064,1364,6.968019796526103e-07
1065,1365,4.632613332473895e-12
1066,1366,6.498275684999999e-06
1067,1367,2.516405895445783e-06
1068,1368,7.453885787751003e-14
1069,1369,2.5869456732641436e-07
1070,1370,1.4537584011155376e-07
1071,1371,9.767417199e-09
1072,1372,1.3534392790207173e-06
1073,1373,2.1728165169239044e-05
1074,1374,8.715220632372276e-05
1075,1375,0.00015628337662986137
1076,1376,0.00012367261208934648
1077,1377,5.856078457188117e-05
1078,1378,0.0005258589216863366
1079,1379,2.4586733054964696e-05
1080,1380,3.8237377370305875e-05
1081,1381,1.1051767046682353e-06
1082,1382,1.1894848774776473e-06
1083,1383,2.0277491600776476e-08
1084,1384,2.8271615953245616e-07
1085,1385,9.539604593304095e-07
1086,1386,1.146354189868421e-06
1087,1387,9.008937305964913e-05
1088,1388,1.8156995343801167e-06
1089,1389,0.00026103652645290696
1090,1390,0.00022111301333178294
1091,1391,0.00015376429177829456
1092,1392,1.0610194810523255e-05
1093,1393,5.156820037383722e-05
1094,1394,3.353824734178503e-05
1095,1395,2.977533723823417e-07
1096,1396,2.8001289911084454e-09
1097,1397,2.1702755125652593e-05
1098,1398,0.0005613189126449137
1099,1399,0.0003584419893391555
1100,1400,1.432363092155725e-09
1101,1401,4.644679470167939e-09
1102,1402,0.0008096596030473281
1103,1403,0.00104992408259542
1104,1404,0.000325959689350229
1105,1405,1.6095639064922493e-07
1106,1406,0.0009049004422775045
1107,1407,7.740796007999998e-05
1108,1408,0.0007327907742661623
1109,1409,0.0002756556346643478
1110,1410,0.00020826627056954884
1111,1411,0.0009480307269548871
1112,1412,0.0011888932057894737
1113,1413,0.010564945486278194
1114,1414,0.00016530074306390978
1115,1415,8.382114666541353e-05
1116,1416,0.0163384547023743
1117,1417,0.005437492875986964
1118,1418,0.006310701867420854
1119,1419,0.0010044279100167592
1120,1420,0.003899770070243945
1121,1421,0.004353254172539997
1122,1422,0.022185063658799988
1123,1423,0.004452925529159998
1124,1424,0.008265708044999999
1125,1425,0.012689615070000002
1126,1426,0.013758946225233033
1127,1427,0.024773152819864225
1128,1428,0.002301909438867523
1129,1429,0.019385336300220185
1130,1430,0.03171259955813027
1131,1431,0.026068132909056876
1132,1432,0.0013235289668765025
1133,1433,0.019032364776087426
1134,1434,0.011254849381231329
1135,1435,0.011622627350324224
1136,1436,0.021035468173967207
1137,1437,0.01656522690835443
1138,1438,0.007434551002047014
1139,1439,0.028924037943754064
1140,1440,0.02268587068094756
1141,1441,0.01841275572368897
1142,1442,0.021251760348983725
1143,1443,0.02663977814520968
1144,1444,0.03689581903662904
1145,1445,0.03000213806877958
1146,1446,0.014064512672500007
1147,1447,0.022269488041639796
1148,1448,0.0718183782584849
1149,1449,0.06395863560208559
1150,1450,0.01731647942486275
1151,1451,0.007181610555363637
1152,1452,0.04007569404932085
1153,1453,0.05313032597141174
1154,1454,0.0898855589946643
1155,1455,0.043542819329151945
1156,1456,0.05869932861660425
1157,1457,0.07817471214487635
1158,1458,0.09183349693544175
1159,1459,0.11057388385961138
1160,1460,0.058304652877341545
1161,1461,0.062018129323418596
1162,1462,0.090298240233275
1163,1463,0.030077591796760082
1164,1464,0.10632823946143612
1165,1465,0.06579492137436177
1166,1466,0.04618283648195132
1167,1467,0.025675710379137403
1168,1468,0.055085363854073054
1169,1469,0.06826196315212175
1170,1470,0.035942475868570446
1171,1471,0.012975433670715028
1172,1472,0.034147610335471514
1173,1473,0.051469728637036284
1174,1474,0.0716720301156166
1175,1475,0.13651898641129537
1176,1476,0.0510693848063627
1177,1477,0.05197124215200002
1178,1478,0.04746956759076923
1179,1479,0.09004572780076923
1180,1480,0.04565052347053847
1181,1481,0.08708776906846154
1182,1482,0.04433020539153846
1183,1483,0.11294730125448979
1184,1484,0.10478856393897959
1185,1485,0.09557327136714286
1186,1486,0.09459109392244898
1187,1487,0.046604192072591845
1188,1488,0.0725954489579592
1189,1489,0.1466061335086532
1190,1490,0.13538132720545454
1191,1491,0.15356695291925926
1192,1492,0.12796448742824917
1193,1493,0.14166046099202023
1194,1494,0.1592841070657576
1195,1495,0.14307093992117056
1196,1496,0.13238442604722409
1197,1497,0.1799027353963211
1198,1498,0.14967079823438126
1199,1499,0.1720744153688629
1200,1500,0.19862571709
