,wl,power
986,1286,0.3378762480103167
987,1287,0.33216856155773755
988,1288,0.328670516261448
989,1289,0.31854385648072076
990,1290,0.3191801967261262
991,1291,0.32094885850324334
992,1292,0.3023014941502704
993,1293,0.31269509860392875
994,1294,0.30389879948589305
995,1295,0.30213225790428594
996,1296,0.2881499792512502
997,1297,0.27237656988928594
998,1298,0.2847653551696898
999,1299,0.29391029462376966
1000,1300,0.25147279586235055
1001,1301,0.2553492351828827
1002,1302,0.2732613238400443
1003,1303,0.23854349271052885
1004,1304,0.2046003152792072
1005,1305,0.2579942490800883
1006,1306,0.25523398796022045
1007,1307,0.20042977529947492
1008,1308,0.2242503219873961
1009,1309,0.24489453254698035
1010,1310,0.18933625234280085
1011,1311,0.20684683601868703
1012,1312,0.20407215841130152
1013,1313,0.18948710348060743
1014,1314,0.17202427831776587
1015,1315,0.16830201026232125
1016,1316,0.18867568119524855
1017,1317,0.18001135392915776
1018,1318,0.19040269124146877
1019,1319,0.15198686433693306
1020,1320,0.14504047717321814
