Wavelength(nm),Spectral intensity (W m-2 nm-1),Reflection (Total),Reflection (External),Reflection (Escape),Absorption (Substrate),Absorption (Front films),Absorption (Rear films),Absorption (Detached reflector),Transmission,Pathlength enhancement factor (z)
300,0.0009570374999999999,0.09638888888888889,0.09638888888888889,0,0.8036088912581896,0,0,0,0,1
302,0.0036,0.0764957264957265,0.0764957264957265,0,0.9235040786484552,0,0,0,0,1
304,0.010512500000000003,0.07597744360902255,0.07597744360902255,0,0.9239145539244691,0,0,0,0,1
306,0.020075000000000006,0.08550366300366301,0.08550366300366301,0,0.9143454929633602,0,0,0,0,1
308,0.03715,0.08782679738562091,0.08782679738562091,0,0.9120916642320905,0,0,0,0,1
310,0.0552125,0.08978779390544098,0.08978779390544098,0,0.893535502443569,0,0,0,0,1
312,0.0926125,0.057903664962488485,0.057903664962488485,0,0.9420584946695595,0,0,0,0,1
314,0.11937499999999998,0.04005952380952381,0.04005952380952381,0,0.9598367421466861,0,0,0,0,1
316,0.13612500000000002,0.04955128205128205,0.04955128205128205,0,0.9504404779672614,0,0,0,0,1
318,0.18237499999999998,0.07793040293040292,0.07793040293040292,0,0.9129336333342956,0,0,0,0,1
320,0.21800000000000003,0.014285714285714285,0.014285714285714285,0,0.9856123224065341,0,0,0,0,1
322,0.22675,0.039568713450292406,0.039568713450292406,0,0.9541612826820763,0,0,0,0,1
324,0.26250000000000007,0.04991452991452991,0.04991452991452991,0,0.9500476109215199,0,0,0,0,1
326,0.36162500000000003,0.04847222222222222,0.04847222222222222,0,0.9513918398955337,0,0,0,0,1
328,0.3785,0.046904761904761894,0.046904761904761894,0,0.9529452197498058,0,0,0,0,1
330,0.44387500000000013,0.052717086834733896,0.052717086834733896,0,0.947262960722324,0,0,0,0,1
332,0.4262499999999999,0.0859174159174159,0.0859174159174159,0,0.9140327325659756,0,0,0,0,1
334,0.42737499999999995,0.03777777777777777,0.03777777777777777,0,0.9621847804053318,0,0,0,0,1
336,0.4162499999999999,0.059475524475524476,0.059475524475524476,0,0.9404710318590943,0,0,0,0,1
338,0.425875,0.013333333333333332,0.013333333333333332,0,0.9864989921369741,0,0,0,0,1
340,0.4845,0.032808857808857804,0.032808857808857804,0,0.9671836400097295,0,0,0,0,1
342,0.4883749999999999,0.04936868686868686,0.04936868686868686,0,0.9506160967295646,0,0,0,0,1
344,0.44737499999999997,0.013392857142857142,0.013392857142857142,0,0.9866021577646018,0,0,0,0,1
346,0.48112500000000014,0.06370851370851371,0.06370851370851371,0,0.9360640001126225,0,0,0,0,1
348,0.477375,0.06032679738562091,0.06032679738562091,0,0.9396313820768899,0,0,0,0,1
350,0.5190000000000001,0.08837301587301585,0.08837301587301585,0,0.8990080526568324,0,0,0,0,1
352,0.5168749999999999,0.07837301587301586,0.07837301587301586,0,0.9216041568279418,0,0,0,0,1
354,0.5871250000000001,0.0356060606060606,0.0356060606060606,0,0.9587454859505284,0,0,0,0,1
356,0.5478750000000001,0.06115440115440116,0.06115440115440116,0,0.93882973760068,0,0,0,0,1
358,0.43737499999999996,0.05759832272990169,0.05759832272990169,0,0.9423170002940056,0,0,0,0,1
360,0.5543750000000002,0.0671139971139971,0.0671139971139971,0,0.9328586871597873,0,0,0,0,1
362,0.5458749999999999,0.05333333333333333,0.05333333333333333,0,0.9465627480764874,0,0,0,0,1
364,0.5997500000000001,0.013333333333333332,0.013333333333333332,0,0.9865845861724981,0,0,0,0,1
366,0.7056249999999998,0.04004329004329005,0.04004329004329005,0,0.959793871125427,0,0,0,0,1
