Wavelength(nm),Spectral intensity (W m-2 nm-1),Reflection (Total),Reflection (External),Reflection (Escape),Absorption (Substrate),Absorption (Front films),Absorption (Rear films),Absorption (Detached reflector),Transmission,Pathlength enhancement factor (z)
780,1.1624999999999999,0.0503968253968254,0.0503968253968254,0,0.9496031746031386,0,0,0,0,1.0001326255798766
782,1.16,0.06395238095238095,0.06395238095238095,0,0.9360476190475527,0,0,0,0,1
784,1.1549999999999996,0.01944444444444444,0.01944444444444444,0,0.9805555555554273,0,0,0,0,1.0000019586486466
786,1.1549999999999996,0.08789682539682539,0.08789682539682539,0,0.9121031746029548,0,0,0,0,1.0000100356633284
788,1.1299999999999997,0.11302308802308803,0.11302308802308803,0,0.8869769119765192,0,0,0,0,1.0000026180065575
790,1.0999999999999999,0.14526831785345715,0.14526831785345715,0,0.854731682145849,0,0,0,0,1
792,1.09,0.10614219114219112,0.10614219114219112,0,0.893857808856645,0,0,0,0,1.000000260938886
794,1.0875000000000001,0.05992063492063491,0.05992063492063491,0,0.940079365077405,0,0,0,0,1
796,1.08,0.08431372549019608,0.08431372549019608,0,0.9156862745067553,0,0,0,0,1.000000270043834
798,1.0999999999999999,0.09222222222222223,0.09222222222222223,0,0.9077777777729616,0,0,0,0,1.0000004474870474
800,1.0775000000000003,0.11394050394050395,0.11394050394050395,0,0.8860594960520227,0,0,0,0,1.0000000371876072
802,1.075,0.08686868686868687,0.08686868686868687,0,0.9131313131191783,0,0,0,0,1.0000006660773537
804,1.0674999999999997,0.10165306915306915,0.10165306915306915,0,0.8983469308281622,0,0,0,0,1.00000010769309
806,1.0775000000000003,0.11157249183564973,0.11157249183564973,0,0.8884275081352353,0,0,0,0,1.0000000533428548
808,1.0725,0.08972985347985349,0.08972985347985349,0,0.9102701464734583,0,0,0,0,1.0000000139543659
810,1.0500000000000003,0.047335164835164846,0.047335164835164846,0,0.9526648350885301,0,0,0,0,1.000000075842753
812,1.0250000000000001,0.0625,0.0625,0,0.9374999998866291,0,0,0,0,1
