# SETFOS, Semiconducting Thin Film Optics Simulator
#
# Parameter file:    /home/dcakan/setfos/workspace/Glass_ITO_PTB7PCBM_Ag.parx
# Host name:         MAE202EML
# Operating system:  Linux
# User:              dcakan
# Time of execution: Thu Nov 05 01:54:21 2020

# CPU time elapsed: 453.13 s
#
# x(nm)	xrel()	Absorption rate(m^-3*s^-1)	Absorption rate.s(m^-3*s^-1)	Absorption rate.p(m^-3*s^-1)	
0.000000e+00	1.000000e+00	1.342910e+22	6.714552e+21	6.714552e+21	
1.000000e+03	1.001000e+00	1.342279e+22	6.711397e+21	6.711397e+21	
2.000000e+03	1.002000e+00	1.341649e+22	6.708245e+21	6.708245e+21	
3.000000e+03	1.003000e+00	1.341019e+22	6.705096e+21	6.705096e+21	
4.000000e+03	1.004000e+00	1.340390e+22	6.701949e+21	6.701949e+21	
5.000000e+03	1.005000e+00	1.339761e+22	6.698805e+21	6.698805e+21	
6.000000e+03	1.006000e+00	1.339133e+22	6.695663e+21	6.695663e+21	
7.000000e+03	1.007000e+00	1.338505e+22	6.692525e+21	6.692525e+21	
8.000000e+03	1.008000e+00	1.337878e+22	6.689389e+21	6.689389e+21	
9.000000e+03	1.009000e+00	1.337251e+22	6.686255e+21	6.686255e+21	
1.000000e+04	1.010000e+00	1.336625e+22	6.683125e+21	6.683125e+21	
1.100000e+04	1.011000e+00	1.335999e+22	6.679997e+21	6.679997e+21	
1.200000e+04	1.012000e+00	1.335374e+22	6.676872e+21	6.676872e+21	
1.300000e+04	1.013000e+00	1.334750e+22	6.673750e+21	6.673750e+21	
1.400000e+04	1.014000e+00	1.334126e+22	6.670630e+21	6.670630e+21	
1.500000e+04	1.015000e+00	1.333503e+22	6.667513e+21	6.667513e+21	
1.600000e+04	1.016000e+00	1.332880e+22	6.664399e+21	6.664399e+21	
1.700000e+04	1.017000e+00	1.332257e+22	6.661287e+21	6.661287e+21	
1.800000e+04	1.018000e+00	1.331636e+22	6.658179e+21	6.658179e+21	
1.900000e+04	1.019000e+00	1.331014e+22	6.655072e+21	6.655072e+21	
2.000000e+04	1.020000e+00	1.330394e+22	6.651969e+21	6.651969e+21	
2.100000e+04	1.021000e+00	1.329774e+22	6.648868e+21	6.648868e+21	
