5
-3534.96 -3534.96 -2500
-3534.96 3534.96 -2500
0 0 2500
3534.96 -3534.96 -2500
3534.96 3534.96 -2500
5
-0.816541 0 0.577288
-0.816541 0 0.577288
-0.816541 0 0.577288
0 -0.816541 0.577288
0 0.816541 0.577288
12
3
2
4
2
1
4
0
2
3
0
1
2
422
-368.766 2892.95 9619.92
-368.766 2892.95 -1591.91
-368.766 2892.95 -1591.91
-368.766 246.77 -8147.94
-368.766 2892.95 -1591.91
-368.766 3534.96 -1819.01
-368.766 -3534.96 -1819.01
-368.766 -3149.82 -1955.24
-368.766 -3149.82 -1955.24
-368.766 3264.07 -4929.43
-368.766 -3149.82 -1955.24
-368.766 -3534.96 -1478.96
-509.703 -564.348 9619.92
-509.703 -564.348 1701.76
-368.766 3534.96 -1478.96
-368.766 -910.449 4018.51
-481.196 -2808.2 9619.92
-481.196 -2808.2 -1472.04
3111.66 2119.09 9619.92
3111.66 2119.09 -1901.27
-481.196 -2808.2 -1472.04
-481.196 -162.021 -8028.07
-509.703 -564.348 1701.76
-509.703 2081.83 -4854.27
-481.196 -2808.2 -1472.04
-481.196 -3534.96 -1729.11
3111.66 2119.09 -1901.27
465.481 2119.09 -8457.3
-383.627 -3234.65 9619.92
-383.627 -3234.65 -2075.23
-481.196 3534.96 -1729.11
-481.196 3098.98 -1883.33
-509.703 -564.348 1701.76
-509.703 -3534.96 650.98
-383.627 -3234.65 -2075.23
-383.627 -588.473 -8631.26
3111.66 2119.09 -1901.27
3534.96 2119.09 -2051
-481.196 3098.98 -1883.33
-481.196 -3314.91 -4857.52
-509.703 3534.96 650.98
-509.703 1752.9 20.6203
-481.196 3098.98 -1883.33
-481.196 3534.96 -1344.17
208.31 -1664.69 9619.92
208.31 -1664.69 145.39
-383.627 -3234.65 -2075.23
-383.627 -3534.96 -2181.46
-3534.96 2119.09 -2051
-3281.02 2119.09 -2140.82
-3281.02 2119.09 -2140.82
3132.87 2119.09 -5115.01
-383.627 3534.96 -2181.46
-383.627 3354.81 -2245.18
-481.196 -3534.96 -1344.17
-481.196 910.449 4153.29
-2061.09 1653.88 9619.92
-2061.09 1653.88 -415.291
208.31 -1664.69 145.39
208.31 981.49 -6410.64
-509.703 1752.9 20.6203
-509.703 -3462.82 -2397.97
-383.627 3354.81 -2245.18
-383.627 -3059.08 -5219.37
-3281.02 2119.09 -2140.82
-3534.96 2119.09 -1826.79
208.31 -1664.69 145.39
208.31 -3534.96 -516.173
-2061.09 1653.88 -415.291
585.093 1653.88 -6971.32
-383.627 3354.81 -2245.18
-383.627 3534.96 -2022.4
3534.96 2119.09 -1826.79
-910.449 2119.09 3670.67
1245.76 -133.719 9619.92
1245.76 -133.719 737.942
-509.703 -3462.82 -2397.97
-509.703 -4127.87 -9436.54
-2061.09 1653.88 -415.291
-3534.96 1653.88 -936.638
-804.335 2637.88 9619.92
-804.335 2637.88 -1231.13
3534.96 1653.88 -936.638
2650.79 1653.88 -1249.39
-383.627 -3534.96 -2022.4
-383.627 -848.51 1299.83
208.31 3534.96 -516.173
208.31 2412.99 -913.041
-509.703 1752.9 20.6203
-509.703 3534.96 2224.42
-804.335 2637.88 -1231.13
-804.335 -8.29946 -7787.16
1245.76 -133.719 737.942
-1400.42 -133.719 -5818.09
208.31 2412.99 -913.041
208.31 -4000.9 -3887.23
-383.627 -848.51 1299.83
-383.627 728.563 1469.49
2650.79 1653.88 -1249.39
-3763.1 1653.88 -4223.58
562.442 2468.95 9619.92
562.442 2468.95 -992.195
-804.335 2637.88 -1231.13
-804.335 3534.96 -1548.45
-383.627 728.563 1469.49
