# SETFOS, Semiconducting Thin Film Optics Simulator
#
# Parameter file:    /home/dcakan/setfos/workspace/Glass_ITO_PTB7PCBM_Ag.parx
# Host name:         MAE202EML
# Operating system:  Linux
# User:              dcakan
# Time of execution: Thu Nov 05 01:54:21 2020

# CPU time elapsed: 453.13 s
#
# x(nm)	xrel()	G(z)(m^-3*s^-1)	
5.000000e+02	1.000000e+00	1.342595e+22	
1.500000e+03	1.001000e+00	1.341964e+22	
2.500000e+03	1.002000e+00	1.341334e+22	
3.500000e+03	1.003000e+00	1.340704e+22	
4.500000e+03	1.004000e+00	1.340075e+22	
5.500000e+03	1.005000e+00	1.339447e+22	
6.500000e+03	1.006000e+00	1.338819e+22	
7.500000e+03	1.007000e+00	1.338191e+22	
8.500000e+03	1.008000e+00	1.337564e+22	
9.500000e+03	1.009000e+00	1.336938e+22	
1.050000e+04	1.010000e+00	1.336312e+22	
1.150000e+04	1.011000e+00	1.335687e+22	
1.250000e+04	1.012000e+00	1.335062e+22	
1.350000e+04	1.013000e+00	1.334438e+22	
1.450000e+04	1.014000e+00	1.333814e+22	
1.550000e+04	1.015000e+00	1.333191e+22	
1.650000e+04	1.016000e+00	1.332569e+22	
1.750000e+04	1.017000e+00	1.331947e+22	
1.850000e+04	1.018000e+00	1.331325e+22	
1.950000e+04	1.019000e+00	1.330704e+22	
2.050000e+04	1.020000e+00	1.330084e+22	
2.150000e+04	1.021000e+00	1.329464e+22	
2.250000e+04	1.022000e+00	1.328844e+22	
2.350000e+04	1.023000e+00	1.328226e+22	
2.450000e+04	1.024000e+00	1.327607e+22	
2.550000e+04	1.025000e+00	1.326990e+22	
2.650000e+04	1.026000e+00	1.326372e+22	
2.750000e+04	1.027000e+00	1.325756e+22	
2.850000e+04	1.028000e+00	1.325139e+22	
2.950000e+04	1.029000e+00	1.324524e+22	
3.050000e+04	1.030000e+00	1.323909e+22	
3.150000e+04	1.031000e+00	1.323294e+22	
3.250000e+04	1.032000e+00	1.322680e+22	
3.350000e+04	1.033000e+00	1.322067e+22	
3.450000e+04	1.034000e+00	1.321454e+22	
3.550000e+04	1.035000e+00	1.320841e+22	
3.650000e+04	1.036000e+00	1.320229e+22	
3.750000e+04	1.037000e+00	1.319618e+22	
3.850000e+04	1.038000e+00	1.319007e+22	
3.950000e+04	1.039000e+00	1.318397e+22	
4.050000e+04	1.040000e+00	1.317787e+22	
4.150000e+04	1.041000e+00	1.317178e+22	
4.250000e+04	1.042000e+00	1.316569e+22	
4.350000e+04	1.043000e+00	1.315961e+22	
4.450000e+04	1.044000e+00	1.315353e+22	
4.550000e+04	1.045000e+00	1.314746e+22	
4.650000e+04	1.046000e+00	1.314139e+22	
4.750000e+04	1.047000e+00	1.313533e+22	
4.850000e+04	1.048000e+00	1.312927e+22	
4.950000e+04	1.049000e+00	1.312322e+22	
5.050000e+04	1.050000e+00	1.311717e+22	
