# SETFOS, Semiconducting Thin Film Optics Simulator
#
# Parameter file:    /home/dcakan/setfos/workspace/Glass_ITO_PTB7PCBM_Ag.parx
# Host name:         MAE202EML
# Operating system:  Linux
# User:              dcakan
# Time of execution: Thu Nov 05 01:54:21 2020

# CPU time elapsed: 453.55 s
#
# Wavelength(nm)	Full-stack.topDown.s()	Full-stack.topDown.p()	Surrounding-Glass.topDown.s()	Surrounding-Glass.topDown.p()	Surrounding-Glass.bottomUp.s()	Surrounding-Glass.bottomUp.p()	Glass-Surrounding_copy.topDown.s()	Glass-Surrounding_copy.topDown.p()	Glass-Surrounding_copy.bottomUp.s()	Glass-Surrounding_copy.bottomUp.p()	
3.000000e+02	1.000000e+00	1.000000e+00	9.999960e-01	9.999960e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.150000e+02	9.999992e-01	9.999992e-01	9.999954e-01	9.999954e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.300000e+02	9.999963e-01	9.999963e-01	9.999946e-01	9.999946e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.450000e+02	9.999922e-01	9.999922e-01	9.999942e-01	9.999942e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.600000e+02	9.999859e-01	9.999859e-01	9.999940e-01	9.999940e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.750000e+02	9.999796e-01	9.999796e-01	9.999929e-01	9.999929e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
3.900000e+02	9.999745e-01	9.999745e-01	9.999932e-01	9.999932e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.050000e+02	9.999606e-01	9.999606e-01	9.999940e-01	9.999940e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.200000e+02	9.999593e-01	9.999593e-01	9.999930e-01	9.999930e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.350000e+02	9.999569e-01	9.999569e-01	9.999925e-01	9.999925e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.500000e+02	9.999757e-01	9.999757e-01	9.999918e-01	9.999918e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.650000e+02	9.999861e-01	9.999861e-01	9.999920e-01	9.999920e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.800000e+02	9.999874e-01	9.999874e-01	9.999923e-01	9.999923e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
4.950000e+02	9.999851e-01	9.999851e-01	9.999930e-01	9.999930e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
5.100000e+02	9.999849e-01	9.999849e-01	9.999921e-01	9.999921e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
5.250000e+02	9.997082e-01	9.997082e-01	9.999915e-01	9.999915e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
5.400000e+02	9.996245e-01	9.996245e-01	9.999929e-01	9.999929e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
