# SETFOS, Semiconducting Thin Film Optics Simulator
#
# Parameter file:    /home/dcakan/setfos/workspace/Glass_ITO_PTB7PCBM_Ag.parx
# Host name:         MAE202EML
# Operating system:  Linux
# User:              dcakan
# Time of execution: Thu Nov 05 01:54:21 2020

# CPU time elapsed: 453.55 s
#
# Wavelength(nm)	Angle diffuse(deg)	Full-stack.R.s()	Full-stack.R.p()	Full-stack.T.s()	Full-stack.T.p()	AngularTransmittanceNormalIncidence(sr^-1)	Surrounding-Glass.R.topDown.s()	Surrounding-Glass.T.topDown.s()	Surrounding-Glass.R.bottomUp.s()	Surrounding-Glass.T.bottomUp.s()	Surrounding-Glass.R.topDown.p()	Surrounding-Glass.T.topDown.p()	Surrounding-Glass.R.bottomUp.p()	Surrounding-Glass.T.bottomUp.p()	Glass-Surrounding_copy.R.topDown.s()	Glass-Surrounding_copy.T.topDown.s()	Glass-Surrounding_copy.R.bottomUp.s()	Glass-Surrounding_copy.T.bottomUp.s()	Glass-Surrounding_copy.R.topDown.p()	Glass-Surrounding_copy.T.topDown.p()	Glass-Surrounding_copy.R.bottomUp.p()	Glass-Surrounding_copy.T.bottomUp.p()	
3.000000e+02	0.000000e+00	3.925690e-12	3.925690e-12	1.389990e-13	1.389990e-13	5.813568e-12	0.000000e+00	7.866003e-06	0.000000e+00	0.000000e+00	0.000000e+00	7.866003e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.000000e+02	1.000000e+01	3.145321e-06	3.145321e-06	4.938769e-06	4.938769e-06	2.593530e-05	0.000000e+00	1.953137e-03	2.716191e-01	1.731433e-02	0.000000e+00	1.953137e-03	2.716191e-01	1.731433e-02	0.000000e+00	5.352501e-06	0.000000e+00	6.670619e-07	0.000000e+00	5.352501e-06	0.000000e+00	6.670619e-07	
3.000000e+02	2.000000e+01	3.442195e-06	3.442195e-06	1.728044e-08	1.728044e-08	4.607293e-08	0.000000e+00	9.182800e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.182800e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.347102e-04	0.000000e+00	0.000000e+00	0.000000e+00	7.347102e-04	
3.000000e+02	3.000000e+01	2.811604e-04	2.811604e-04	2.067293e-08	2.067293e-08	3.770289e-08	2.779329e-04	0.000000e+00	3.759866e-02	0.000000e+00	2.779329e-04	0.000000e+00	3.759866e-02	0.000000e+00	2.029960e-04	0.000000e+00	6.655494e-03	0.000000e+00	2.029960e-04	0.000000e+00	6.655494e-03	0.000000e+00	
3.000000e+02	4.000000e+01	3.363528e-03	3.363528e-03	1.496807e-08	1.496807e-08	2.123445e-08	3.361843e-03	0.000000e+00	2.852319e-02	0.000000e+00	3.361843e-03	0.000000e+00	2.852319e-02	0.000000e+00	4.095924e-03	0.000000e+00	1.808042e-02	0.000000e+00	4.095924e-03	0.000000e+00	1.808042e-02	0.000000e+00	
3.000000e+02	5.000000e+01	3.214434e-06	3.214434e-06	2.245314e-06	2.245314e-06	2.672796e-06	5.591107e-07	0.000000e+00	3.986335e-03	1.550414e-02	5.591107e-07	0.000000e+00	3.986335e-03	1.550414e-02	0.000000e+00	0.000000e+00	0.000000e+00	2.124066e-05	0.000000e+00	0.000000e+00	0.000000e+00	2.124066e-05	
3.000000e+02	6.000000e+01	1.206304e-06	1.206304e-06	2.186111e-06	2.186111e-06	2.301888e-06	0.000000e+00	7.214907e-02	4.118142e-02	0.000000e+00	0.000000e+00	7.214907e-02	4.118142e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.303522e-04	0.000000e+00	0.000000e+00	0.000000e+00	1.303522e-04	
3.000000e+02	7.000000e+01	1.191741e-06	1.191741e-06	1.027396e-06	1.027396e-06	9.969991e-07	0.000000e+00	8.473339e-05	2.852894e-01	3.636988e-03	0.000000e+00	8.473339e-05	2.852894e-01	3.636988e-03	0.000000e+00	0.000000e+00	0.000000e+00	1.483033e-05	0.000000e+00	0.000000e+00	0.000000e+00	1.483033e-05	
3.000000e+02	8.000000e+01	1.040738e-06	1.040738e-06	4.463084e-07	4.463084e-07	4.132628e-07	0.000000e+00	0.000000e+00	0.000000e+00	2.773618e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.773618e-01	0.000000e+00	4.407888e-05	0.000000e+00	0.000000e+00	0.000000e+00	4.407888e-05	0.000000e+00	0.000000e+00	

