5
-3534.96 -3534.96 -2500
-3534.96 3534.96 -2500
0 0 2500
3534.96 -3534.96 -2500
3534.96 3534.96 -2500
5
-0.816541 0 0.577288
-0.816541 0 0.577288
-0.816541 0 0.577288
0 -0.816541 0.577288
0 0.816541 0.577288
12
3
2
4
2
1
4
0
2
3
0
1
2
410
-1561.74 -1033.18 9619.92
-1561.74 -1033.18 291.006
-1561.74 -1033.18 291.006
-3534.96 -1033.18 -406.972
3534.96 -1033.18 -406.972
2351.23 -1033.18 -825.687
2351.23 -1033.18 -825.687
-3103.06 -1033.18 -1889.1
-3103.06 -1033.18 -1889.1
-3534.96 -1033.18 -1838.85
3534.96 -1033.18 -1838.85
3025.63 -1033.18 -1779.58
3025.63 -1033.18 -1779.58
3534.96 -1033.18 454.444
-3534.96 -1033.18 454.444
-1963.44 -1033.18 7347.49
-3103.06 -1033.18 -1889.1
-2064.46 -1033.18 -8882.32
2351.23 -1033.18 -825.687
3534.96 -1033.18 638.181
-3534.96 -1033.18 638.181
910.449 -1033.18 6135.65
-3240.02 -2356.74 9619.92
-3240.02 -2356.74 -2082.83
-3240.02 -2356.74 -2082.83
-3534.96 -2356.74 -2187.16
3534.96 -2356.74 -2187.16
3358.03 -2356.74 -2249.74
3358.03 -2356.74 -2249.74
-3581.23 -2356.74 -3602.68
3358.03 -2356.74 -2249.74
3534.96 -2356.74 -2030.94
-3534.96 -2356.74 -2030.94
910.449 -2356.74 3466.53
-1085.82 1282.36 9619.92
-1085.82 1282.36 686.177
-1085.82 1282.36 686.177
-1085.82 3534.96 -110.626
-1085.82 -3534.96 -110.626
-1085.82 -2183.63 -588.625
-1085.82 -2183.63 -588.625
-1085.82 2881.87 -1576.24
-1085.82 2881.87 -1576.24
-1085.82 3534.96 -1500.25
-1085.82 -3534.96 -1500.25
-1085.82 -2764.79 -1410.63
-1085.82 -2764.79 -1410.63
-1085.82 -3534.96 1967.53
-1085.82 3534.96 1967.53
-1085.82 1963.44 8860.57
-1085.82 2881.87 -1576.24
-1085.82 1843.27 -8569.46
-1085.82 -2183.63 -588.625
-1085.82 -3534.96 1082.51
-1085.82 3534.96 1082.51
-1085.82 -910.449 6579.97
-578.889 -502.437 9619.92
-578.889 -502.437 1681.19
-578.889 -502.437 1681.19
-3534.96 -502.437 635.556
3534.96 -502.437 635.556
1761.62 -502.437 8.28181
1761.62 -502.437 8.28181
-2324.92 -502.437 -788.465
-2324.92 -502.437 -788.465
-3534.96 -502.437 -647.669
3534.96 -502.437 -647.669
2107.99 -502.437 -481.633
2107.99 -502.437 -481.633
3679.51 -502.437 6411.41
-2324.92 -502.437 -788.465
-1286.32 -502.437 -7781.68
1761.62 -502.437 8.28181
3534.96 -502.437 2201.3
-3534.96 -502.437 2201.3
910.449 -502.437 7698.76
-3272.83 -2806.63 9619.92
-3272.83 -2806.63 -2129.24
-1645.98 -1473.74 9619.92
-1645.98 -1473.74 171.858
-3272.83 -2806.63 -2129.24
-3534.96 -2806.63 -2221.96
3534.96 -2806.63 -2221.96
3377.71 -2806.63 -2277.58
-1645.98 -1473.74 171.858
-3534.96 -1473.74 -496.323
3377.71 -2806.63 -2277.58
-3561.55 -2806.63 -3630.52
3534.96 -1473.74 -496.323
2401.77 -1473.74 -897.163
3377.71 -2806.63 -2277.58
3534.96 -2806.63 -2083.12
2401.77 -1473.74 -897.163
-3169.75 -1473.74 -1983.43
-3169.75 -1473.74 -1983.43
-3534.96 -1473.74 -1940.94
-3534.96 -2806.63 -2083.12
910.449 -2806.63 3414.34
-2165.41 -417.282 9619.92
-2165.41 -417.282 -562.847
