# SETFOS, Semiconducting Thin Film Optics Simulator
#
# Parameter file:    /home/dcakan/setfos/workspace/ITO_PTB7PCBM_Ag_Glass.parx
# Host name:         MAE202EML
# Operating system:  Linux
# User:              dcakan
# Time of execution: Thu Nov 05 02:39:00 2020

# CPU time elapsed: 447.18 s
#
# Angle diffuse(deg)	Angle incoming(deg)	Surrounding-Glass.R.topDown.s(sr^-1)	Surrounding-Glass.T.topDown.s(sr^-1)	Surrounding-Glass.R.bottomUp.s(sr^-1)	Surrounding-Glass.T.bottomUp.s(sr^-1)	Surrounding-Glass.R.topDown.p(sr^-1)	Surrounding-Glass.T.topDown.p(sr^-1)	Surrounding-Glass.R.bottomUp.p(sr^-1)	Surrounding-Glass.T.bottomUp.p(sr^-1)	Glass-Surrounding_copy.R.topDown.s(sr^-1)	Glass-Surrounding_copy.T.topDown.s(sr^-1)	Glass-Surrounding_copy.R.bottomUp.s(sr^-1)	Glass-Surrounding_copy.T.bottomUp.s(sr^-1)	Glass-Surrounding_copy.R.topDown.p(sr^-1)	Glass-Surrounding_copy.T.topDown.p(sr^-1)	Glass-Surrounding_copy.R.bottomUp.p(sr^-1)	Glass-Surrounding_copy.T.bottomUp.p(sr^-1)	
0.000000e+00	-9.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.478176e-03	0.000000e+00	0.000000e+00	0.000000e+00	1.478176e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	-8.000000e+01	0.000000e+00	5.739469e-05	0.000000e+00	9.854505e-04	0.000000e+00	5.739469e-05	0.000000e+00	9.854505e-04	0.000000e+00	0.000000e+00	0.000000e+00	7.525699e-02	0.000000e+00	0.000000e+00	0.000000e+00	7.525699e-02	
0.000000e+00	-7.000000e+01	0.000000e+00	1.147894e-04	0.000000e+00	0.000000e+00	0.000000e+00	1.147894e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.505140e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.505140e-01	
0.000000e+00	-6.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	-5.000000e+01	8.214131e-03	0.000000e+00	1.411211e+00	0.000000e+00	8.214131e-03	0.000000e+00	1.411211e+00	0.000000e+00	2.080602e-01	0.000000e+00	1.497173e-02	0.000000e+00	2.080602e-01	0.000000e+00	1.497173e-02	0.000000e+00	
0.000000e+00	-4.000000e+01	1.642826e-02	0.000000e+00	2.822422e+00	0.000000e+00	1.642826e-02	0.000000e+00	2.822422e+00	0.000000e+00	4.161203e-01	0.000000e+00	2.994346e-02	0.000000e+00	4.161203e-01	0.000000e+00	2.994346e-02	0.000000e+00	
0.000000e+00	-3.000000e+01	0.000000e+00	3.777356e-03	0.000000e+00	0.000000e+00	0.000000e+00	3.777356e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.250152e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.250152e+00	
0.000000e+00	-2.000000e+01	0.000000e+00	7.554712e-03	0.000000e+00	0.000000e+00	0.000000e+00	7.554712e-03	0.000000e+00	0.000000e+00	5.277994e+00	3.075502e-01	0.000000e+00	1.650030e+01	5.277994e+00	3.075502e-01	0.000000e+00	1.650030e+01	
0.000000e+00	-1.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.055599e+01	6.151004e-01	0.000000e+00	0.000000e+00	1.055599e+01	6.151004e-01	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.277994e+00	3.075502e-01	0.000000e+00	0.000000e+00	5.277994e+00	3.075502e-01	0.000000e+00	0.000000e+00	
